"Date ""Plot"" ""NEE"" ""ER"" ""ET"" ""Tav"" ""Par"" ""block"" ""PT"""
"198 2020-08-31 ""H1P10S3"" -2.99334647341701 0.46404852207043 0.558608217666656 32.3285714285714 367.228571428571 ""H1"" ""S3"""
"199 2020-08-31 ""H3P07S4"" -3.4043163641448 -0.190610843379259 0.883475483131062 31.6428571428571 339.828571428571 ""H3"" ""S4"""
"200 2020-08-31 ""H3P09S2"" -2.85434649015945 0.319962988024244 0.738939440762432 33.5771428571429 509.085714285714 ""H3"" ""S2"""
"201 2020-08-31 ""H3P10S3"" -2.09759608039548 0.830737505200029 0.728531682560851 34.5585714285714 397.142857142857 ""H3"" ""S3"""
"202 2020-08-31 ""H5P01S3"" -1.6257896680106 0.779180949461798 0.441833081625132 32.4217142857143 437.685714285714 ""H5"" ""S3"""
"203 2020-08-31 ""H5P02S4_2"" -3.53443852870495 1.28663440029733 1.07062107871357 34.4528571428571 603.228571428571 ""H5"" ""S4"""
"204 2020-08-31 ""H5P09S2"" -0.633982593580396 0.409346811945494 0.290232326066501 36.6042857142857 977.228571428571 ""H5"" ""S2"""
"205 2020-08-31 ""H4P02S3"" -1.51467447550791 0.226906488319979 0.462809505235392 38.5814285714286 1008.14285714286 ""H4"" ""S3"""
"206 2020-08-31 ""H4P03S2"" -0.886156877610042 0.250625219141072 0.386823647058794 44.464 963.542857142857 ""H4"" ""S2"""
"207 2020-08-31 ""H4P11S4"" -1.05369041230272 0.214287522266912 0.743425274951154 46.1991428571429 1381.05714285714 ""H4"" ""S4"""
"208 2020-08-31 ""H2P02S2"" -0.420255387670624 0.8711198229056 0.366854313093578 36.0297142857143 679.171428571429 ""H2"" ""S2"""
"209 2020-08-31 ""H2P03S3"" -2.03971705496848 0.351655031004002 0.785216325647581 35.7628571428571 1647.05714285714 ""H2"" ""S3"""
"210 2020-08-31 ""H2P06S4"" -2.52513628004768 1.27032953528678 1.04767117811009 38.8988571428571 1147.17142857143 ""H2"" ""S4"""
"211 2020-09-02 ""H1P01S4"" -7.80762223854308 1.31403870251752 1.01145664338968 33.3797142857143 678.657142857143 ""H1"" ""S4"""
"212 2020-09-02 ""H1P02S2"" -2.36682681135247 0.836659778719366 1.11301250272287 33.2222857142857 755.314285714286 ""H1"" ""S2"""
"213 2020-09-02 ""H1P04S1"" -1.90450279087763 0.501392029014207 0.760813712292005 35.3034285714286 759.828571428571 ""H1"" ""S1"""
"214 2020-09-02 ""H1P10S3"" -3.46119901824387 0.623961184128535 0.66579694929685 36.2065714285714 802 ""H1"" ""S3"""
"215 2020-09-02 ""H3P07S4"" -3.0787215543283 1.34985148878027 0.956520272623361 35.9508571428571 780.971428571429 ""H3"" ""S4"""
"216 2020-09-02 ""H3P09S2"" -3.87548419121715 0.658182967468441 1.40416171471206 36.6728571428571 834.371428571429 ""H3"" ""S2"""
"217 2020-09-02 ""H3P10S3"" -2.4470512222786 0.754469847853468 0.629166875157938 38.342 887.828571428571 ""H3"" ""S3"""
"218 2020-09-02 ""H3P11S1"" -1.72599110252179 -0.359132718451342 0.883531422735694 39.6834285714286 938.685714285714 ""H3"" ""S1"""
"219 2020-09-02 ""H5P01S3"" -1.99724594733638 0.837927904660802 0.595375130882144 39.2015625 1075.4375 ""H5"" ""S3"""
"220 2020-09-02 ""H5P02S4"" -4.50705445403444 1.80646317351155 1.09539815431824 37.6202857142857 1081.82857142857 ""H5"" ""S4"""
"221 2020-09-02 ""H5P08S1"" -1.83234503216808 1.00581009449429 1.06032024652584 40.7188571428571 1059.2 ""H5"" ""S1"""
"222 2020-09-02 ""H5P09S2"" -2.13349167068641 1.42107065318256 1.33237635879604 41.4537142857143 1045.68571428571 ""H5"" ""S2"""
"223 2020-09-02 ""H4P02S3"" -0.848988215932614 0.661903372361805 0.592052520741543 40.2011428571429 1284.22857142857 ""H4"" ""S3"""
"224 2020-09-02 ""H4P03S2"" -4.51080043781137 2.24839520254954 1.91693145194848 41.1951428571429 1428.08571428571 ""H4"" ""S2"""
"225 2020-09-02 ""H4P10S1"" -1.66542957345543 0.997403890269197 0.816977284647123 43.83 1412.31428571429 ""H4"" ""S1"""
"226 2020-09-02 ""H4P11S4"" -0.653173270054165 0.20820670523417 0.663113550030461 44.0757142857143 1366.22857142857 ""H4"" ""S4"""
"227 2020-09-02 ""H2P02S2"" -1.26265312744727 0.963374136991936 1.45034166661362 41.9531428571429 1377.45714285714 ""H2"" ""S2"""
"228 2020-09-02 ""H2P03S3"" -1.49874618956549 0.788541425790003 0.732023621517786 44.396 1351.22857142857 ""H2"" ""S3"""
"229 2020-09-02 ""H2P04S1"" -1.4995515498636 0.852219207531002 0.931947673461565 45.0951428571429 1424.54285714286 ""H2"" ""S1"""
"230 2020-09-02 ""H2P06S4"" -2.36763266807867 1.20419056724023 0.911862657800288 43.7002857142857 1435.2 ""H2"" ""S4"""
"231 2020-09-05 ""H1P01S4"" -3.42932019402979 1.74770836506 0.746042130877952 36.3237142857143 651.571428571429 ""H1"" ""S4"""
"232 2020-09-05 ""H1P10S3"" -1.17253549041492 0.782329690078092 0.337763457310077 37.4548571428571 781.142857142857 ""H1"" ""S3"""
"233 2020-09-05 ""H3P07S4"" -1.56397047605953 1.0148047006783 0.585368111753375 38.6242857142857 718.085714285714 ""H3"" ""S4"""
"234 2020-09-05 ""H3P10S3"" -1.53415453434731 0.342599232614978 0.404975346491961 40.0168571428571 850.657142857143 ""H3"" ""S3"""
"235 2020-09-05 ""H5P01S3"" -0.727782797918996 0.437543045737842 0.310110647002449 40.5342857142857 947.628571428571 ""H5"" ""S3"""
"236 2020-09-05 ""H5P02S4"" -1.40745070285841 1.10403509863093 0.455704001038148 41.7425714285714 1009.94285714286 ""H5"" ""S4"""
"237 2020-09-05 ""H4P02S3"" -0.954350804233342 0.795811371244565 0.352986620975437 41.1457142857143 1101.91428571429 ""H4"" ""S3"""
"238 2020-09-05 ""H4P11S4"" -0.47398705692345 0.608293312886282 0.405610608371801 42.2025714285714 995.057142857143 ""H4"" ""S4"""
"239 2020-09-05 ""H2P03S3"" -0.532528826454838 0.63053715396454 0.415297818600061 42.5974285714286 1155.25714285714 ""H2"" ""S3"""
"240 2020-09-05 ""H2P06S4"" -1.14040687921659 1.09994243167553 0.633501058069333 44.1434285714286 1127.22857142857 ""H2"" ""S4"""
"241 2020-09-10 ""H1P01S4"" -3.64725871339196 -0.159687094675503 0.542419659291409 30.7877142857143 635.2 ""H1"" ""S4"""
"242 2020-09-10 ""H1P02S2"" -2.75302089191296 0.0912370013067533 0.531020073907756 32.4814285714286 632 ""H1"" ""S2"""
"243 2020-09-10 ""H1P04S1"" -2.13710886104943 0.0216624136167481 0.348758627775417 34.2205714285714 712.8 ""H1"" ""S1"""
"244 2020-09-10 ""H1P10S3"" -3.6005208459646 1.5341407413559 1.31884741068553 34.0683333333333 667.916666666667 ""H1"" ""S3"""
"245 2020-09-10 ""H3P07S4"" -1.39006074066649 0.0211965117179667 0.549808977133244 33.9945714285714 745.2 ""H3"" ""S4"""
"246 2020-09-10 ""H3P09S2"" -3.09525444471707 1.03816898878563 1.12468632659521 34.69 817.314285714286 ""H3"" ""S2"""
"247 2020-09-10 ""H3P10S3"" -3.30129447324622 1.22600330073416 1.49409527748952 35.6157142857143 805.4 ""H3"" ""S3"""
"248 2020-09-10 ""H3P11S1"" -0.764736622726013 -0.138007337478739 0.471258103074529 37.454 771.8 ""H3"" ""S1"""
"249 2020-09-10 ""H5P01S3"" -3.52779873950001 1.37522300622813 1.54381633387572 35.5625714285714 857.942857142857 ""H5"" ""S3"""
"250 2020-09-10 ""H5P02S4"" -1.03102932579928 0.244730437463654 0.384054080732312 38.9583333333333 868.777777777778 ""H5"" ""S4"""
"251 2020-09-10 ""H5P08S1"" -0.896832831163355 0.211209433461799 0.604833240973407 38.7917142857143 895.457142857143 ""H5"" ""S1"""
"252 2020-09-10 ""H5P09_2"" -1.68643996598655 1.00163384422654 1.02933286495935 38.328 957.085714285714 ""H5"" ""S2"""
"253 2020-09-10 ""H4P02S3"" -0.573179436112751 0.360510541825837 0.999859421515112 38.2274285714286 1017.51428571429 ""H4"" ""S3"""
"254 2020-09-10 ""H4P03S2"" -1.54291680258838 0.941808206731219 0.905361939431635 38.9331428571429 1018.02857142857 ""H4"" ""S2"""
"255 2020-09-10 ""H4P10S1"" -0.651137241593336 -0.0639421994286474 0.411636395983215 39.7345714285714 1042.91428571429 ""H4"" ""S1"""
"256 2020-09-10 ""H4P11S4"" -0.293710101928967 0.183049459710629 0.33300971542263 41.5562857142857 1009.2 ""H4"" ""S4"""
"257 2020-09-10 ""H2P02S2"" -0.507226036640494 0.574871935254957 0.643042939729946 39.1914285714286 1050.28571428571 ""H2"" ""S2"""
"258 2020-09-10 ""H2P03S3"" -1.53472547086248 1.35537106606233 1.56849464612719 40.0511428571429 1029.8 ""H2"" ""S3"""
"259 2020-09-10 ""H2P04S1"" -0.434039744843711 0.316685403186268 0.557889504901207 41.6354285714286 1031.42857142857 ""H2"" ""S1"""
"260 2020-09-10 ""H2P06S4"" -0.809911034608721 0.299831616891557 0.433810947379672 42.8571428571429 977.714285714286 ""H2"" ""S4"""
"261 2020-09-14 ""H1P01S4"" -3.31829188708474 -0.651436248049024 0.422632528319612 35.8697142857143 722.2 ""H1"" ""S4"""
"262 2020-09-14 ""H3P07S4"" -1.44419038640067 0.26886743235785 0.48580710211703 37.3422857142857 768.257142857143 ""H3"" ""S4"""
"263 2020-09-14 ""H5P02S4"" -0.76941667957943 0.00535149672102213 0.249747737515388 38.7385714285714 733.771428571429 ""H5"" ""S4"""
"264 2020-09-14 ""H4P11S4"" -0.250926876310092 -1.0761054974274 0.288161013993791 40.3102857142857 884.914285714286 ""H4"" ""S4"""
"265 2020-09-14 ""H2P06S4"" -0.506584431770768 0.235135698387837 0.36000902309052 40.2337142857143 882.971428571429 ""H2"" ""S4"""
"266 2020-09-16 ""H1P01S4"" -5.40589211605067 2.17409405488766 2.85030609049733 38.8028571428571 673.771428571429 ""H1"" ""S4"""
"267 2020-09-16 ""H1P02S2"" -2.04304928891461 0.714608303382502 1.25117703685756 40.3445714285714 712.942857142857 ""H1"" ""S2"""
"268 2020-09-16 ""H1P04S1"" -0.741190507362859 -0.300730612777713 0.567459398099159 42.4982857142857 755.6 ""H1"" ""S1"""
"269 2020-09-16 ""H1P10S3"" -0.980658815481124 0.830690626533025 0.701305179288267 42.712 812.742857142857 ""H1"" ""S3"""
"270 2020-09-16 ""H3P07S4"" -2.45619684638895 1.53539579818561 3.16073807597503 41.4765714285714 823.228571428571 ""H3"" ""S4"""
"271 2020-09-16 ""H3P09S2"" -2.20169915989539 0.0971090320338025 1.28168653845633 43.025 862.888888888889 ""H3"" ""S2"""
"272 2020-09-16 ""H3P10S3"" -1.443560322337 0.235959989682339 0.604469007008455 43.4911428571429 846.771428571429 ""H3"" ""S3"""
"273 2020-09-16 ""H3P11S1"" -1.59778812760063 0.000967863739786318 0.473711568295682 44.6397142857143 846.314285714286 ""H3"" ""S1"""
"274 2020-09-16 ""H5P01S3"" -0.528145091481349 0.44847774799383 0.619829192583028 44.4568571428571 726.257142857143 ""H5"" ""S3"""
"275 2020-09-16 ""H5P02S4"" -2.86945020018726 1.9296388248755 2.99858354654661 42.4934285714286 692.628571428571 ""H5"" ""S4"""
"276 2020-09-16 ""H5P08S1"" -0.557611877225 -0.017146697017463 0.729338151014713 44.86 782.571428571429 ""H5"" ""S1"""
"277 2020-09-16 ""H5P09S2"" -0.609359787474693 0.79670554570572 0.995844928710265 45.3454285714286 756.171428571429 ""H5"" ""S2"""
"278 2020-09-16 ""H4P02S3"" -0.77145693745323 -0.369139295827724 0.651857147529055 44.0477142857143 910.857142857143 ""H4"" ""S3"""
"279 2020-09-16 ""H4P03S2"" -1.14332487393427 1.11103672898391 1.33982144008373 45.0611428571429 944.542857142857 ""H4"" ""S2"""
"280 2020-09-16 ""H4P10S1"" -1.6601125561536 -0.397426267327386 0.567197196902578 46.2197142857143 968.142857142857 ""H4"" ""S1"""
"281 2020-09-16 ""H4P11S4"" -0.364996977459932 1.0155332964148 2.11651690324403 45.3477142857143 950.514285714286 ""H4"" ""S4"""
"282 2020-09-16 ""H2P02S2"" -1.00941325406143 0.49542996322725 1.23203334524013 43.9582857142857 956.828571428571 ""H2"" ""S2"""
"283 2020-09-16 ""H2P03S3"" -1.22248141539788 0.0305420931806329 0.733818914564501 45.6228571428571 942.085714285714 ""H2"" ""S3"""
"284 2020-09-16 ""H2P04S1"" -0.785539512770462 -0.212799744093292 0.635156620260769 47.7291428571429 911.457142857143 ""H2"" ""S1"""
"285 2020-09-16 ""H2P06S4"" -1.02321543555565 1.40629596775904 2.91528013362805 48.4742857142857 891.085714285714 ""H2"" ""S4"""
"286 2020-09-23 ""H1P01S4"" -6.71777241806234 2.58856381174988 1.82012707179794 36.7391176470588 661.088235294118 ""H1"" ""S4"""
"287 2020-09-23 ""H1P02S2"" -1.59861781580059 -0.094113462990484 0.743580403996369 38.888 615.828571428571 ""H1"" ""S2"""
"288 2020-09-23 ""H1P04S1"" -1.64399981000538 -0.0343364981460828 0.535421301407945 42.0944444444444 646.916666666667 ""H1"" ""S1"""
"289 2020-09-23 ""H1P10S3"" -2.44250761741964 1.89136453901135 1.85587648543702 40.6325714285714 668 ""H1"" ""S3"""
"290 2020-09-23 ""H3P07S4"" -1.97100267905811 1.52341004753468 1.45645530639387 40.0391428571429 695.942857142857 ""H3"" ""S4"""
"291 2020-09-23 ""H3P09S2"" -1.20351600490345 1.00296176104176 1.10311277431989 41.816 745.628571428571 ""H3"" ""S2"""
"292 2020-09-23 ""H3P10S3"" -2.14247711806839 1.27015770445286 1.98910220433654 41.2127777777778 725.305555555556 ""H3"" ""S3"""
"293 2020-09-23 ""H3P11S1"" -0.869387899118847 0.108914722322486 0.592997446767999 43.4542857142857 751.771428571429 ""H3"" ""S1"""
"294 2020-09-23 ""H5P01S3"" -2.30339018306369 1.52245014663632 1.77396529266854 40.022 762.228571428571 ""H5"" ""S3"""
"295 2020-09-23 ""H5P02S4"" -2.14820704890538 1.58564305321899 1.05527598102444 43.734 662.6 ""H5"" ""S4"""
"296 2020-09-23 ""H5P08S1"" -1.14918411429503 -0.201858930135487 0.580786031910526 44.356 750.085714285714 ""H5"" ""S1"""
"297 2020-09-23 ""H5P09S2"" -0.42010042634565 -0.08358217700907 0.730177168092827 45.6902857142857 744.142857142857 ""H5"" ""S2"""
"298 2020-09-23 ""H4P02S3"" -0.692842094823435 0.673579200674973 1.59538687706983 42.9657142857143 797.542857142857 ""H4"" ""S3"""
"299 2020-09-23 ""H4P03S2"" -0.734764546941906 0.709763254056928 1.05393135958733 46.0379411764706 893.558823529412 ""H4"" ""S2"""
"300 2020-09-23 ""H4P10S1"" -0.760320448686787 -0.385745698497625 0.578485354771981 45.8257142857143 857 ""H4"" ""S1"""
"301 2020-09-23 ""H4P11S4"" -0.685868883645181 -0.01010035563348 0.813086524524621 44.4814285714286 761.971428571429 ""H4"" ""S4"""
"302 2020-09-23 ""H2P02S2"" -0.527192322731803 -0.0531564947393766 0.785542742656813 43.082 921.485714285714 ""H2"" ""S2"""
"303 2020-09-23 ""H2P03S3"" -1.67303066354134 0.488288980702271 1.70417943713427 43.8297142857143 774.057142857143 ""H2"" ""S3"""
"304 2020-09-23 ""H2P04S1"" -1.06241043925268 -0.414259009939529 0.608346713238629 44.7116666666667 879.166666666667 ""H2"" ""S1"""
"305 2020-09-23 ""H2P06S4"" -1.45636967303563 1.13911172409275 1.26560089974544 45.9802857142857 788.257142857143 ""H2"" ""S4"""
"306 2020-09-30 ""H1P01S4"" -2.4595981998756 0.761719042187282 0.875913787303986 39.2285 661.983333333333 ""H1"" ""S4"""
"307 2020-09-30 ""H1P02S2"" -2.12912965459588 0.528195434261217 0.992803115298095 40.5185 634.15 ""H1"" ""S2"""
"308 2020-09-30 ""H1P04S1"" -1.63801077878374 -0.14628092409944 0.542025990612335 41.9668333333333 710.683333333333 ""H1"" ""S1"""
"309 2020-09-30 ""H1P10S3"" -1.22167462682752 0.445553105047944 0.649413180482343 42.395 693.224137931035 ""H1"" ""S3"""
"310 2020-09-30 ""H3P07S4"" -1.15029360015817 0.366620640706992 0.845971475802402 41.1433333333333 749.766666666667 ""H3"" ""S4"""
"311 2020-09-30 ""H3P09S2"" -1.38499334976421 -0.108023920586432 1.14697346855263 41.8533333333333 745.116666666667 ""H3"" ""S2"""
"312 2020-09-30 ""H3P10S3"" -1.89864116560567 0.366845325568278 0.566723064003364 43.2416666666667 709.25 ""H3"" ""S3"""
"313 2020-09-30 ""H3P11S1"" -1.29155317459807 -0.165854542829972 0.592730303397252 45.3935 769.65 ""H3"" ""S1"""
"314 2020-09-30 ""H5P01S3"" -0.208428838787626 -0.13485428908272 0.37786676133045 42.0345 665.333333333333 ""H5"" ""S3"""
"315 2020-09-30 ""H5P02S4"" -0.796759838109084 -0.0990858010741585 0.508223174669248 43.416 641.766666666667 ""H5"" ""S4"""
"316 2020-09-30 ""H5P08S1"" -1.10371098706916 -0.483161052987051 0.666164786129408 44.3661666666667 639.083333333333 ""H5"" ""S1"""
"317 2020-09-30 ""H5P09S2"" -0.655364976737443 0.499034191775131 1.08947154361775 44.2035 719.9 ""H5"" ""S2"""
"318 2020-09-30 ""H4P02S3"" -0.759279548980633 -0.0866898341428716 0.425924336143863 44.2033333333333 792.816666666667 ""H4"" ""S3"""
"319 2020-09-30 ""H4P03S2"" -0.576262227523535 0.00945420628192864 1.07605970076957 42.978 760.116666666667 ""H4"" ""S2"""
"320 2020-09-30 ""H4P10S1"" -0.311052532738901 -0.709153703337323 0.408285110119576 42.4953333333333 802.55 ""H4"" ""S1"""
"321 2020-09-30 ""H4P11S4"" -0.403673985698342 -0.587094488198156 0.445115055133743 45.8798333333333 716.433333333333 ""H4"" ""S4"""
"322 2020-09-30 ""H2P02S2"" -0.920758509580749 -0.210209548812744 0.88816199315872 44.79 820.583333333333 ""H2"" ""S2"""
"323 2020-09-30 ""H2P03S3"" -1.18981211268223 -0.698630109800503 0.506518623833758 46.3247457627119 812.28813559322 ""H2"" ""S3"""
"324 2020-09-30 ""H2P04S1"" -0.850074155285472 -0.446152972926563 0.59695029640801 45.9691525423729 792.406779661017 ""H2"" ""S1"""
"325 2020-09-30 ""H2P06S4"" -1.09872572076162 -0.0419806186485842 0.564953914398725 46.3448333333333 788.55 ""H2"" ""S4"""
